,Pclass,Age,SibSp,Parch,Fare,Embarked_C,Embarked_Q,female
0,0.827377243866,-0.581659039283,0.432793365679,-0.473673609298,-0.502445171436,-0.482042679882,-0.307562342615,-0.73769513178
1,-1.56610692589,0.649327005312,0.432793365679,-0.473673609298,0.786845293588,2.07450510449,-0.307562342615,1.35557353834
2,0.827377243866,-0.273912528134,-0.47454519625,-0.473673609298,-0.488854257585,-0.482042679882,-0.307562342615,1.35557353834
3,-1.56610692589,0.418517121951,0.432793365679,-0.473673609298,0.420730236069,-0.482042679882,-0.307562342615,1.35557353834
4,0.827377243866,0.418517121951,-0.47454519625,-0.473673609298,-0.486337421687,-0.482042679882,-0.307562342615,-0.73769513178
5,0.827377243866,-0.0431026447728,-0.47454519625,-0.473673609298,-0.478116428909,-0.482042679882,3.25137333621,-0.73769513178
6,-1.56610692589,1.88031304991,-0.47454519625,-0.473673609298,0.395813560675,-0.482042679882,-0.307562342615,-0.73769513178
7,0.827377243866,-2.12039159503,2.24747048954,0.767629878598,-0.224083121082,-0.482042679882,-0.307562342615,-0.73769513178
8,0.827377243866,-0.196975900347,-0.47454519625,2.0089333665,-0.424256140685,-0.482042679882,-0.307562342615,1.35557353834
9,-0.369364841012,-1.19715206158,0.432793365679,-0.473673609298,-0.0429555020886,2.07450510449,-0.307562342615,1.35557353834
10,0.827377243866,-1.96651833945,0.432793365679,0.767629878598,-0.312172377523,-0.482042679882,-0.307562342615,1.35557353834
11,-1.56610692589,2.18805956106,-0.47454519625,-0.473673609298,-0.113845708735,-0.482042679882,-0.307562342615,1.35557353834
12,0.827377243866,-0.735532294858,-0.47454519625,-0.473673609298,-0.486337421687,-0.482042679882,-0.307562342615,-0.73769513178
13,0.827377243866,0.726263633099,0.432793365679,5.73284383019,-0.0187093117785,-0.482042679882,-0.307562342615,-0.73769513178
14,0.827377243866,-1.19715206158,-0.47454519625,-0.473673609298,-0.490279793438,-0.482042679882,-0.307562342615,1.35557353834
15,-0.369364841012,1.95724967769,-0.47454519625,-0.473673609298,-0.326266658554,-0.482042679882,-0.307562342615,1.35557353834
16,0.827377243866,-2.12039159503,3.15480905146,0.767629878598,-0.0619988892297,-0.482042679882,3.25137333621,-0.73769513178
17,-0.369364841012,-0.0431026447728,-0.47454519625,-0.473673609298,-0.386670720113,-0.482042679882,-0.307562342615,-0.73769513178
18,0.827377243866,0.110770610802,0.432793365679,-0.473673609298,-0.28599728418,-0.482042679882,-0.307562342615,1.35557353834
19,0.827377243866,-0.0431026447728,-0.47454519625,-0.473673609298,-0.502948538616,2.07450510449,-0.307562342615,1.35557353834
20,-0.369364841012,0.418517121951,-0.47454519625,-0.473673609298,-0.124919786688,-0.482042679882,-0.307562342615,-0.73769513178
21,-0.369364841012,0.341580494163,-0.47454519625,-0.473673609298,-0.386670720113,-0.482042679882,-0.307562342615,-0.73769513178
22,0.827377243866,-1.12021543379,-0.47454519625,-0.473673609298,-0.48675622318,-0.482042679882,3.25137333621,1.35557353834
23,-1.56610692589,-0.12003927256,-0.47454519625,-0.473673609298,0.0663597415848,-0.482042679882,-0.307562342615,-0.73769513178
24,0.827377243866,-1.6587718283,2.24747048954,0.767629878598,-0.224083121082,-0.482042679882,-0.307562342615,1.35557353834
25,0.827377243866,0.649327005312,0.432793365679,5.73284383019,-0.01644415947,-0.482042679882,-0.307562342615,1.35557353834
26,0.827377243866,-0.0431026447728,-0.47454519625,-0.473673609298,-0.502948538616,2.07450510449,-0.307562342615,-0.73769513178
27,-1.56610692589,-0.812468922645,2.24747048954,2.0089333665,4.64700107653,-0.482042679882,-0.307562342615,-0.73769513178
28,0.827377243866,-0.0431026447728,-0.47454519625,-0.473673609298,-0.489776426258,-0.482042679882,3.25137333621,1.35557353834
29,0.827377243866,-0.0431026447728,-0.47454519625,-0.473673609298,-0.489442190451,-0.482042679882,-0.307562342615,-0.73769513178
30,-1.56610692589,0.803200260887,-0.47454519625,-0.473673609298,-0.0902720169771,2.07450510449,-0.307562342615,-0.73769513178
31,-1.56610692589,-0.0431026447728,0.432793365679,-0.473673609298,2.30172882079,2.07450510449,-0.307562342615,1.35557353834
32,0.827377243866,-0.0431026447728,-0.47454519625,-0.473673609298,-0.492377827843,-0.482042679882,3.25137333621,1.35557353834
33,-0.369364841012,2.80355258335,-0.47454519625,-0.473673609298,-0.43700743808,-0.482042679882,-0.307562342615,-0.73769513178
34,-1.56610692589,-0.12003927256,0.432793365679,-0.473673609298,1.00606170033,2.07450510449,-0.307562342615,-0.73769513178
35,-1.56610692589,0.957073516461,0.432793365679,-0.473673609298,0.398582080163,-0.482042679882,-0.307562342615,-0.73769513178
36,0.827377243866,-0.0431026447728,-0.47454519625,-0.473673609298,-0.50286397293,2.07450510449,-0.307562342615,-0.73769513178
37,0.827377243866,-0.658595667071,-0.47454519625,-0.473673609298,-0.486337421687,-0.482042679882,-0.307562342615,-0.73769513178
38,0.827377243866,-0.889405550432,1.34013192761,-0.473673609298,-0.28599728418,-0.482042679882,-0.307562342615,1.35557353834
39,0.827377243866,-1.19715206158,0.432793365679,-0.473673609298,-0.422073540594,2.07450510449,-0.307562342615,1.35557353834
40,0.827377243866,0.803200260887,0.432793365679,-0.473673609298,-0.457645492446,-0.482042679882,-0.307562342615,1.35557353834
41,-0.369364841012,-0.196975900347,0.432793365679,-0.473673609298,-0.225593222621,-0.482042679882,-0.307562342615,1.35557353834
42,0.827377243866,-0.0431026447728,-0.47454519625,-0.473673609298,-0.489442190451,2.07450510449,-0.307562342615,-0.73769513178
43,-0.369364841012,-2.04345496724,0.432793365679,2.0089333665,0.188762531929,2.07450510449,-0.307562342615,1.35557353834
44,0.827377243866,-0.812468922645,-0.47454519625,-0.473673609298,-0.489776426258,-0.482042679882,3.25137333621,1.35557353834
45,0.827377243866,-0.0431026447728,-0.47454519625,-0.473673609298,-0.486337421687,-0.482042679882,-0.307562342615,-0.73769513178
46,0.827377243866,-0.0431026447728,0.432793365679,-0.473673609298,-0.336334002147,-0.482042679882,3.25137333621,-0.73769513178
47,0.827377243866,-0.0431026447728,-0.47454519625,-0.473673609298,-0.492377827843,-0.482042679882,3.25137333621,1.35557353834
